0	0	19300	3.05051e-17
1	2.00001e-06	19300	3.88914e-17
2	4.00002e-06	19300	4.59061e-17
3	6.00003e-06	19300	5.10101e-17
4	8.00004e-06	19300	5.43651e-17
5	1.00001e-05	19300	5.63585e-17
6	1.20001e-05	19300	5.73208e-17
7	1.40001e-05	19300	5.7436e-17
8	1.60001e-05	19300	5.67288e-17
9	1.80001e-05	19300	5.5068e-17
10	2.00001e-05	19300	5.21834e-17
11	2.20001e-05	19300	4.77487e-17
12	2.40001e-05	19300	4.16333e-17
13	2.60001e-05	2329	3.43225e-17
14	2.80001e-05	2329	2.70199e-17
15	3.00002e-05	2329	2.09312e-17
16	3.20002e-05	2329	1.65477e-17
17	3.40002e-05	2329	1.37504e-17
18	3.60002e-05	2329	1.22326e-17
19	3.80002e-05	2329	1.17553e-17
20	4.00002e-05	2329	1.22334e-17
21	4.20002e-05	2329	1.37521e-17
22	4.40002e-05	2329	1.65507e-17
23	4.60002e-05	2329	2.09362e-17
24	4.80002e-05	2329	2.70278e-17
25	5.00003e-05	19300	3.4335e-17
26	5.20003e-05	19300	4.1653e-17
27	5.40003e-05	19300	4.77797e-17
28	5.60003e-05	19300	5.22324e-17
29	5.80003e-05	19300	5.51455e-17
30	6.00003e-05	19300	5.68516e-17
31	6.20003e-05	19300	5.76311e-17
32	6.40003e-05	19300	5.76311e-17
33	6.60003e-05	19300	5.68516e-17
34	6.80003e-05	19300	5.51455e-17
35	7.00004e-05	19300	5.22324e-17
36	7.20004e-05	19300	4.77797e-17
37	7.40004e-05	19300	4.1653e-17
38	7.60004e-05	2329	3.4335e-17
39	7.80004e-05	2329	2.70279e-17
40	8.00004e-05	2329	2.09363e-17
41	8.20004e-05	2329	1.65509e-17
42	8.40004e-05	2329	1.37525e-17
43	8.60004e-05	2329	1.2234e-17
44	8.80004e-05	2329	1.17562e-17
45	9.00005e-05	2329	1.2234e-17
46	9.20005e-05	2329	1.37525e-17
47	9.40005e-05	2329	1.65509e-17
48	9.60005e-05	2329	2.09363e-17
49	9.80005e-05	2329	2.70279e-17
50	0.000100001	19300	3.4335e-17
51	0.000102001	19300	4.1653e-17
52	0.000104001	19300	4.77797e-17
53	0.000106001	19300	5.22324e-17
54	0.000108001	19300	5.51455e-17
55	0.000110001	19300	5.68516e-17
56	0.000112001	19300	5.76311e-17
57	0.000114001	19300	5.76311e-17
58	0.000116001	19300	5.68516e-17
59	0.000118001	19300	5.51455e-17
60	0.000120001	19300	5.22324e-17
61	0.000122001	19300	4.77797e-17
62	0.000124001	19300	4.1653e-17
63	0.000126001	2329	3.4335e-17
64	0.000128001	2329	2.70279e-17
65	0.000130001	2329	2.09363e-17
66	0.000132001	2329	1.65509e-17
67	0.000134001	2329	1.37525e-17
68	0.000136001	2329	1.2234e-17
69	0.000138001	2329	1.17562e-17
70	0.000140001	2329	1.2234e-17
