% Model:              new_trap_efield_far.mph
% Version:            COMSOL 5.0.0.243
% Date:               Dec 2 2019, 13:48
% Dimension:          3
% Nodes:              1001
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        m
% x                       y                        z                        es.Ey (V/m)
-8.673617379884035E-19    -0.01298701298701306     -1.0408340855860843E-16  2.1223808253407697
-8.673617379884035E-19    -0.012961038961039034    -1.0408340855860843E-16  2.124853925449088
-8.673617379884035E-19    -0.01293506493506501     -1.0408340855860843E-16  2.1273270255579746
-8.673617379884035E-19    -0.012909090909090981    -1.0408340855860843E-16  2.129800125666847
-8.673617379884035E-19    -0.012883116883116955    -1.0408340855860843E-16  2.1322732257758616
-8.673617379884035E-19    -0.012857142857142932    -1.0408340855860843E-16  2.135217609196502
-8.673617379884035E-19    -0.012831168831168905    -1.0408340855860843E-16  2.1372045548482674
-8.673617379884035E-19    -0.012805194805194878    -1.0408340855860843E-16  2.137613391639661
-8.673617379884035E-19    -0.012779220779220852    -1.0408340855860843E-16  2.139496958392101
-8.673617379884035E-19    -0.012753246753246825    -1.0408340855860843E-16  2.1413805251468148
-8.673617379884035E-19    -0.012727272727272799    -1.0408340855860843E-16  2.143264091899482
-8.673617379884035E-19    -0.012701298701298772    -1.0408340855860843E-16  2.145147658652462
-8.673617379884035E-19    -0.012675324675324747    -1.0408340855860843E-16  2.147031225406181
-8.673617379884035E-19    -0.012649350649350721    -1.0408340855860843E-16  2.148914792159985
-8.673617379884035E-19    -0.012623376623376696    -1.0408340855860843E-16  2.1513429912270112
-8.673617379884035E-19    -0.01259740259740267     -1.0408340855860843E-16  2.1578434419445784
-8.673617379884035E-19    -0.012571428571428643    -1.0408340855860843E-16  2.164343892661691
-8.673617379884035E-19    -0.012545454545454617    -1.0408340855860843E-16  2.170844343379713
-8.673617379884035E-19    -0.01251948051948059     -1.0408340855860843E-16  2.1773447940963706
-8.673617379884035E-19    -0.012493506493506565    -1.0408340855860843E-16  2.1838452448155294
-8.673617379884035E-19    -0.012467532467532537    -1.0408340855860843E-16  2.189418118211961
-8.673617379884035E-19    -0.012441558441558512    -1.0408340855860843E-16  2.1951460638824756
-8.673617379884035E-19    -0.012415584415584487    -1.0408340855860843E-16  2.200874009550489
-8.673617379884035E-19    -0.01238961038961046     -1.0408340855860843E-16  2.206601955220549
-8.673617379884035E-19    -0.012363636363636434    -1.0408340855860843E-16  2.212329900891291
-8.673617379884035E-19    -0.012337662337662408    -1.0408340855860843E-16  2.2180578465618055
-8.673617379884035E-19    -0.012311688311688381    -1.0408340855860843E-16  2.2232537453354553
-8.673617379884035E-19    -0.012285714285714355    -1.0408340855860843E-16  2.235295322620459
-8.673617379884035E-19    -0.01225974025974033     -1.0408340855860843E-16  2.244735394970462
-8.673617379884035E-19    -0.012233766233766302    -1.0408340855860843E-16  2.254175467317964
-8.673617379884035E-19    -0.012207792207792275    -1.0408340855860843E-16  2.263615539669388
-8.673617379884035E-19    -0.012181818181818252    -1.0408340855860843E-16  2.2730556120159804
-8.673617379884035E-19    -0.012155844155844225    -1.0408340855860843E-16  2.2824956843652764
-8.673617379884035E-19    -0.012129870129870199    -1.0408340855860843E-16  2.2900026968518077
-8.673617379884035E-19    -0.012103896103896172    -1.0408340855860843E-16  2.3002337058030378
-8.673617379884035E-19    -0.012077922077922148    -1.0408340855860843E-16  2.3104647147543744
-8.673617379884035E-19    -0.01205194805194812     -1.0408340855860843E-16  2.3206957237049437
-8.673617379884035E-19    -0.012025974025974093    -1.0408340855860843E-16  2.330926732655371
-8.673617379884035E-19    -0.012000000000000068    -1.0408340855860843E-16  2.341157741608413
-8.673617379884035E-19    -0.01197402597402604     -1.0408340855860843E-16  2.3513887505579874
-8.673617379884035E-19    -0.011948051948052017    -1.0408340855860843E-16  2.3616197595091535
-8.673617379884035E-19    -0.01192207792207799     -1.0408340855860843E-16  2.3737233303237417
-8.673617379884035E-19    -0.011896103896103963    -1.0408340855860843E-16  2.3889722190721017
-8.673617379884035E-19    -0.011870129870129937    -1.0408340855860843E-16  2.4042211078181737
-8.673617379884035E-19    -0.01184415584415591     -1.0408340855860843E-16  2.419469996566093
-8.673617379884035E-19    -0.011818181818181886    -1.0408340855860843E-16  2.434718885311824
-8.673617379884035E-19    -0.011792207792207857    -1.0408340855860843E-16  2.448906405857649
-8.673617379884035E-19    -0.011766233766233833    -1.0408340855860843E-16  2.4639577466144402
-8.673617379884035E-19    -0.011740259740259806    -1.0408340855860843E-16  2.479009087369832
-8.673617379884035E-19    -0.011714285714285781    -1.0408340855860843E-16  2.4940604281256356
-8.673617379884035E-19    -0.011688311688311755    -1.0408340855860843E-16  2.5091117688832014
-8.673617379884035E-19    -0.011662337662337728    -1.0408340855860843E-16  2.524163109638522
-8.673617379884035E-19    -0.011636363636363702    -1.0408340855860843E-16  2.5392144503971394
-8.673617379884035E-19    -0.011610389610389675    -1.0408340855860843E-16  2.554265791151522
-8.673617379884035E-19    -0.01158441558441565     -1.0408340855860843E-16  2.56931713190977
-8.673617379884035E-19    -0.011558441558441624    -1.0408340855860843E-16  2.590156960549166
-8.673617379884035E-19    -0.011532467532467597    -1.0408340855860843E-16  2.6062856022419965
-8.673617379884035E-19    -0.01150649350649357     -1.0408340855860843E-16  2.621298447403177
-8.673617379884035E-19    -0.011480519480519546    -1.0408340855860843E-16  2.6427156603708113
-8.673617379884035E-19    -0.01145454545454552     -1.0408340855860843E-16  2.6641328733376213
-8.673617379884035E-19    -0.011428571428571493    -1.0408340855860843E-16  2.685550086304062
-8.673617379884035E-19    -0.011402597402597468    -1.0408340855860843E-16  2.7069672992724207
-8.673617379884035E-19    -0.01137662337662344     -1.0408340855860843E-16  2.7283845122394865
-8.673617379884035E-19    -0.011350649350649413    -1.0408340855860843E-16  2.749801725205117
-8.673617379884035E-19    -0.011324675324675388    -1.0408340855860843E-16  2.771218938173263
-8.673617379884035E-19    -0.011298701298701362    -1.0408340855860843E-16  2.7938469662019543
-8.673617379884035E-19    -0.011272727272727335    -1.0408340855860843E-16  2.8149681315328507
-8.673617379884035E-19    -0.01124675324675331     -1.0408340855860843E-16  2.83608929686568
-8.673617379884035E-19    -0.011220779220779286    -1.0408340855860843E-16  2.857210462197827
-8.673617379884035E-19    -0.011194805194805257    -1.0408340855860843E-16  2.88596635523686
-8.673617379884035E-19    -0.01116883116883123     -1.0408340855860843E-16  2.9110823071055165
-8.673617379884035E-19    -0.011142857142857206    -1.0408340855860843E-16  2.931129164329377
-8.673617379884035E-19    -0.011116883116883178    -1.0408340855860843E-16  2.9576921573054733
-8.673617379884035E-19    -0.011090909090909153    -1.0408340855860843E-16  2.9795716966463033
-8.673617379884035E-19    -0.011064935064935126    -1.0408340855860843E-16  3.0072565185448923
-8.673617379884035E-19    -0.011038961038961102    -1.0408340855860843E-16  3.034941340443595
-8.673617379884035E-19    -0.011012987012987075    -1.0408340855860843E-16  3.0626261623421556
-8.673617379884035E-19    -0.010987012987013049    -1.0408340855860843E-16  3.090310984241512
-8.673617379884035E-19    -0.010961038961039024    -1.0408340855860843E-16  3.1179958061401862
-8.673617379884035E-19    -0.010935064935064995    -1.0408340855860843E-16  3.145680628039827
