% Model:              new_trap_efield_far.mph
% Version:            COMSOL 5.0.0.243
% Date:               Dec 2 2019, 13:40
% Dimension:          3
% Nodes:              1001
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        m
% x                       y                        z                        es.Ey (V/m)
-8.673617379884035E-19    -0.00828571428571433     -1.0408340855860843E-16  -0.7433485364104229
-8.673617379884035E-19    -0.008259740259740304    -1.0408340855860843E-16  -0.7543289344851133
-8.673617379884035E-19    -0.008233766233766277    -1.0408340855860843E-16  -0.7664272078121823
-8.673617379884035E-19    -0.00820779220779225     -1.0408340855860843E-16  -0.7785254811392502
-8.673617379884035E-19    -0.008181818181818226    -1.0408340855860843E-16  -0.7919004906240529
-8.673617379884035E-19    -0.008155844155844201    -1.0408340855860843E-16  -0.8060415616118753
-8.673617379884035E-19    -0.008129870129870173    -1.0408340855860843E-16  -0.8201826325997048
-8.673617379884035E-19    -0.008103896103896148    -1.0408340855860843E-16  -0.8343237035875293
-8.673617379884035E-19    -0.008077922077922121    -1.0408340855860843E-16  -0.8484647745753543
-8.673617379884035E-19    -0.008051948051948093    -1.0408340855860843E-16  -0.8626058455631805
-8.673617379884035E-19    -0.008025974025974068    -1.0408340855860843E-16  -0.8772327636094972
-8.673617379884035E-19    -0.008000000000000042    -1.0408340855860843E-16  -0.8859941727888967
-8.673617379884035E-19    -0.007974025974026015    -1.0408340855860843E-16  -0.9032500018999714
-8.673617379884035E-19    -0.00794805194805199     -1.0408340855860843E-16  -0.9205058310110446
-8.673617379884035E-19    -0.007922077922077964    -1.0408340855860843E-16  -0.9377616601221207
-8.673617379884035E-19    -0.007896103896103939    -1.0408340855860843E-16  -0.9550174892331913
-8.673617379884035E-19    -0.00787012987012991     -1.0408340855860843E-16  -0.9722733183442688
-8.673617379884035E-19    -0.007844155844155886    -1.0408340855860843E-16  -0.9895291474553416
-8.673617379884035E-19    -0.00781818181818186     -1.0408340855860843E-16  -1.0067849765664165
-8.673617379884035E-19    -0.007792207792207836    -1.0408340855860843E-16  -1.0240408056774892
-8.673617379884035E-19    -0.007766233766233807    -1.0408340855860843E-16  -1.041296634788566
-8.673617379884035E-19    -0.007740259740259781    -1.0408340855860843E-16  -1.0585524638996386
-8.673617379884035E-19    -0.007714285714285757    -1.0408340855860843E-16  -1.0758082930107133
-8.673617379884035E-19    -0.0076883116883117286   -1.0408340855860843E-16  -1.100650630786773
-8.673617379884035E-19    -0.007662337662337704    -1.0408340855860843E-16  -1.11772665066162
-8.673617379884035E-19    -0.007636363636363677    -1.0408340855860843E-16  -1.134915895085462
-8.673617379884035E-19    -0.007610389610389651    -1.0408340855860843E-16  -1.157475175650017
-8.673617379884035E-19    -0.007584415584415624    -1.0408340855860843E-16  -1.180529334377264
-8.673617379884035E-19    -0.0075584415584415985   -1.0408340855860843E-16  -1.2023493382030384
-8.673617379884035E-19    -0.007532467532467572    -1.0408340855860843E-16  -1.2241693420288138
-8.673617379884035E-19    -0.007506493506493545    -1.0408340855860843E-16  -1.2459893458545905
-8.673617379884035E-19    -0.0074805194805195215   -1.0408340855860843E-16  -1.2678093496803682
-8.673617379884035E-19    -0.007454545454545493    -1.0408340855860843E-16  -1.289629353506144
-8.673617379884035E-19    -0.007428571428571468    -1.0408340855860843E-16  -1.311449357331918
-8.673617379884035E-19    -0.007402597402597442    -1.0408340855860843E-16  -1.3332693611576953
-8.673617379884035E-19    -0.007376623376623415    -1.0408340855860843E-16  -1.3550893649834705
-8.673617379884035E-19    -0.007350649350649389    -1.0408340855860843E-16  -1.3759567038800955
-8.673617379884035E-19    -0.007324675324675363    -1.0408340855860843E-16  -1.403942414111511
-8.673617379884035E-19    -0.0072987012987013366   -1.0408340855860843E-16  -1.433179360488575
-8.673617379884035E-19    -0.00727272727272731     -1.0408340855860843E-16  -1.4625301612941843
-8.673617379884035E-19    -0.007246753246753286    -1.0408340855860843E-16  -1.4915549682517448
-8.673617379884035E-19    -0.0072207792207792595   -1.0408340855860843E-16  -1.5205797752093084
-8.673617379884035E-19    -0.007194805194805233    -1.0408340855860843E-16  -1.5496045821668725
-8.673617379884035E-19    -0.0071688311688312065   -1.0408340855860843E-16  -1.5786293891244418
-8.673617379884035E-19    -0.00714285714285718     -1.0408340855860843E-16  -1.6076541960820092
-8.673617379884035E-19    -0.007116883116883155    -1.0408340855860843E-16  -1.6366790030395695
-8.673617379884035E-19    -0.007090909090909128    -1.0408340855860843E-16  -1.6657038099971384
-8.673617379884035E-19    -0.007064935064935102    -1.0408340855860843E-16  -1.713867486991953
-8.673617379884035E-19    -0.007038961038961076    -1.0408340855860843E-16  -1.7195330360357608
-8.673617379884035E-19    -0.007012987012987049    -1.0408340855860843E-16  -1.7628361106027484
-8.673617379884035E-19    -0.006987012987013024    -1.0408340855860843E-16  -1.798093831811098
-8.673617379884035E-19    -0.006961038961038998    -1.0408340855860843E-16  -1.833351553019451
-8.673617379884035E-19    -0.006935064935064971    -1.0408340855860843E-16  -1.8686092742278024
-8.673617379884035E-19    -0.0069090909090909446   -1.0408340855860843E-16  -1.9038669954361573
-8.673617379884035E-19    -0.006883116883116918    -1.0408340855860843E-16  -1.9391247166445096
-8.673617379884035E-19    -0.006857142857142892    -1.0408340855860843E-16  -1.9743824378528592
-8.673617379884035E-19    -0.006831168831168867    -1.0408340855860843E-16  -2.0096401590612136
-8.673617379884035E-19    -0.006805194805194841    -1.0408340855860843E-16  -2.0448978802695654
-8.673617379884035E-19    -0.006779220779220814    -1.0408340855860843E-16  -2.080155601477916
-8.673617379884035E-19    -0.006753246753246789    -1.0408340855860843E-16  -2.115413322686277
-8.673617379884035E-19    -0.006727272727272762    -1.0408340855860843E-16  -2.150671043894622
-8.673617379884035E-19    -0.006701298701298736    -1.0408340855860843E-16  -2.2058852771167654
-8.673617379884035E-19    -0.006675324675324709    -1.0408340855860843E-16  -2.2517169579388865
-8.673617379884035E-19    -0.006649350649350683    -1.0408340855860843E-16  -2.29754863876101
-8.673617379884035E-19    -0.006623376623376659    -1.0408340855860843E-16  -2.347249041593159
-8.673617379884035E-19    -0.006597402597402633    -1.0408340855860843E-16  -2.3930065554505617
-8.673617379884035E-19    -0.006571428571428606    -1.0408340855860843E-16  -2.4387640693079646
-8.673617379884035E-19    -0.00654545454545458     -1.0408340855860843E-16  -2.4845215831653693
-8.673617379884035E-19    -0.006519480519480553    -1.0408340855860843E-16  -2.530279097022767
-8.673617379884035E-19    -0.006493506493506527    -1.0408340855860843E-16  -2.5750151494867017
-8.673617379884035E-19    -0.0064675324675325      -1.0408340855860843E-16  -2.62156397816954
-8.673617379884035E-19    -0.0064415584415584756   -1.0408340855860843E-16  -2.6761825366867207
-8.673617379884035E-19    -0.006415584415584448    -1.0408340855860843E-16  -2.7335545528319907
-8.673617379884035E-19    -0.006389610389610423    -1.0408340855860843E-16  -2.787483170644045
-8.673617379884035E-19    -0.006363636363636397    -1.0408340855860843E-16  -2.8420895480166677
-8.673617379884035E-19    -0.006337662337662369    -1.0408340855860843E-16  -2.896695925389277
-8.673617379884035E-19    -0.006311688311688345    -1.0408340855860843E-16  -2.9513023027618974
-8.673617379884035E-19    -0.006285714285714318    -1.0408340855860843E-16  -3.0059086801345125
-8.673617379884035E-19    -0.0062597402597402915   -1.0408340855860843E-16  -3.0605150575071223
-8.673617379884035E-19    -0.006233766233766265    -1.0408340855860843E-16  -3.1151214348797396
-8.673617379884035E-19    -0.006207792207792239    -1.0408340855860843E-16  -3.178524304452333
-8.673617379884035E-19    -0.006181818181818212    -1.0408340855860843E-16  -3.247335592880561
-8.673617379884035E-19    -0.006155844155844185    -1.0408340855860843E-16  -3.316146881308793
-8.673617379884035E-19    -0.006129870129870162    -1.0408340855860843E-16  -3.3849581697370072
-8.673617379884035E-19    -0.006103896103896133    -1.0408340855860843E-16  -3.4534218987136454
-8.673617379884035E-19    -0.006077922077922111    -1.0408340855860843E-16  -3.5209930942641527
-8.673617379884035E-19    -0.006051948051948083    -1.0408340855860843E-16  -3.5885642898146717
-8.673617379884035E-19    -0.006025974025974056    -1.0408340855860843E-16  -3.6626402272588656
-8.673617379884035E-19    -0.006000000000000031    -1.0408340855860843E-16  -3.7313229454200476
-8.673617379884035E-19    -0.005974025974026003    -1.0408340855860843E-16  -3.8000056635812376
-8.673617379884035E-19    -0.005948051948051979    -1.0408340855860843E-16  -3.868688381742448
-8.673617379884035E-19    -0.005922077922077953    -1.0408340855860843E-16  -3.94097215300652
-8.673617379884035E-19    -0.005896103896103926    -1.0408340855860843E-16  -4.019583513125514
-8.673617379884035E-19    -0.0058701298701299      -1.0408340855860843E-16  -4.098194873244515
-8.673617379884035E-19    -0.005844155844155874    -1.0408340855860843E-16  -4.176806233363525
-8.673617379884035E-19    -0.005818181818181847    -1.0408340855860843E-16  -4.255417593482509
-8.673617379884035E-19    -0.005792207792207821    -1.0408340855860843E-16  -4.334028953601525
-8.673617379884035E-19    -0.005766233766233796    -1.0408340855860843E-16  -4.434618178029168
-8.673617379884035E-19    -0.005740259740259769    -1.0408340855860843E-16  -4.5208215082802985
-8.673617379884035E-19    -0.005714285714285743    -1.0408340855860843E-16  -4.595379841878975
-8.673617379884035E-19    -0.005688311688311716    -1.0408340855860843E-16  -4.689729991445642
-8.673617379884035E-19    -0.0056623376623376916   -1.0408340855860843E-16  -4.784080141012307
-8.673617379884035E-19    -0.005636363636363664    -1.0408340855860843E-16  -4.878430290578971
-8.673617379884035E-19    -0.0056103896103896385   -1.0408340855860843E-16  -4.972780440145643
-8.673617379884035E-19    -0.005584415584415612    -1.0408340855860843E-16  -5.067130589712312
-8.673617379884035E-19    -0.005558441558441585    -1.0408340855860843E-16  -5.161810788099005
-8.673617379884035E-19    -0.005532467532467561    -1.0408340855860843E-16  -5.255919139544056
-8.673617379884035E-19    -0.005506493506493532    -1.0408340855860843E-16  -5.350027490989122
-8.673617379884035E-19    -0.005480519480519508    -1.0408340855860843E-16  -5.4441358424341715
-8.673617379884035E-19    -0.005454545454545482    -1.0408340855860843E-16  -5.57843690828911
-8.673617379884035E-19    -0.005428571428571454    -1.0408340855860843E-16  -5.684983277154172
-8.673617379884035E-19    -0.005402597402597431    -1.0408340855860843E-16  -5.791529646019196
-8.673617379884035E-19    -0.005376623376623403    -1.0408340855860843E-16  -5.878968447581633
-8.673617379884035E-19    -0.005350649350649377    -1.0408340855860843E-16  -5.991234109929384
-8.673617379884035E-19    -0.005324675324675352    -1.0408340855860843E-16  -6.097982708955634
-8.673617379884035E-19    -0.0052987012987013235   -1.0408340855860843E-16  -6.218882690062607
-8.673617379884035E-19    -0.0052727272727273      -1.0408340855860843E-16  -6.339782671169555
-8.673617379884035E-19    -0.005246753246753272    -1.0408340855860843E-16  -6.460682652276528
-8.673617379884035E-19    -0.005220779220779246    -1.0408340855860843E-16  -6.581582633383494
