% Model:              new_trap_efield_far.mph
% Version:            COMSOL 5.0.0.243
% Date:               Dec 2 2019, 13:30
% Dimension:          3
% Nodes:              1001
% Expressions:        1
% Description:        Electric field, x component
% Length unit:        m
% x                       y                        z                        es.Ex (V/m)
-0.012987012987013082     6.938893903907228E-18    -1.0408340855860843E-16  2.055303182334228
-0.012961038961039055     6.938893903907228E-18    -1.0408340855860843E-16  2.0531032378619045
-0.012935064935065028     6.938893903907228E-18    -1.0408340855860843E-16  2.0554936533740147
-0.012909090909091002     6.938893903907228E-18    -1.0408340855860843E-16  2.057884068885926
-0.012883116883116975     6.938893903907228E-18    -1.0408340855860843E-16  2.0602744844003666
-0.012857142857142952     6.938893903907228E-18    -1.0408340855860843E-16  2.062664899912221
-0.012831168831168926     6.938893903907228E-18    -1.0408340855860843E-16  2.0650553154248144
-0.0128051948051949       6.938893903907228E-18    -1.0408340855860843E-16  2.067445730937891
-0.012779220779220873     6.938893903907228E-18    -1.0408340855860843E-16  2.069836146449674
-0.012753246753246846     6.938893903907228E-18    -1.0408340855860843E-16  2.0722265619622817
-0.01272727272727282      6.938893903907228E-18    -1.0408340855860843E-16  2.0746169774759124
-0.012701298701298793     6.938893903907228E-18    -1.0408340855860843E-16  2.0758401020659107
-0.012675324675324768     6.938893903907228E-18    -1.0408340855860843E-16  2.0779804452203052
-0.01264935064935074      6.938893903907228E-18    -1.0408340855860843E-16  2.080120788374643
-0.012623376623376715     6.938893903907228E-18    -1.0408340855860843E-16  2.0822611315311406
-0.01259740259740269      6.938893903907228E-18    -1.0408340855860843E-16  2.084401474683773
-0.012571428571428662     6.938893903907228E-18    -1.0408340855860843E-16  2.0948030104184454
-0.012545454545454637     6.938893903907228E-18    -1.0408340855860843E-16  2.1003757046084957
-0.01251948051948061      6.938893903907228E-18    -1.0408340855860843E-16  2.1056856425077513
-0.012493506493506584     6.938893903907228E-18    -1.0408340855860843E-16  2.1109955804057563
-0.012467532467532558     6.938893903907228E-18    -1.0408340855860843E-16  2.112494223681324
-0.012441558441558531     6.938893903907228E-18    -1.0408340855860843E-16  2.1194073057554306
-0.012415584415584506     6.938893903907228E-18    -1.0408340855860843E-16  2.12632038783147
-0.01238961038961048      6.938893903907228E-18    -1.0408340855860843E-16  2.1332334699073954
-0.012363636363636455     6.938893903907228E-18    -1.0408340855860843E-16  2.140146551982923
-0.012337662337662429     6.938893903907228E-18    -1.0408340855860843E-16  2.147059634058621
-0.012311688311688402     6.938893903907228E-18    -1.0408340855860843E-16  2.1539727161338647
-0.012285714285714375     6.938893903907228E-18    -1.0408340855860843E-16  2.1605834364472116
-0.012259740259740349     6.938893903907228E-18    -1.0408340855860843E-16  2.1672586426709017
-0.012233766233766322     6.938893903907228E-18    -1.0408340855860843E-16  2.1739338488949898
-0.012207792207792296     6.938893903907228E-18    -1.0408340855860843E-16  2.186434317005933
-0.01218181818181827      6.938893903907228E-18    -1.0408340855860843E-16  2.194921777390732
