% Model:              new_trap_efield_far.mph
% Version:            COMSOL 5.0.0.243
% Date:               Dec 2 2019, 13:24
% Dimension:          3
% Nodes:              1001
% Expressions:        1
% Description:        Electric field, x component
% Length unit:        m
% x                       y                        z                        es.Ex (V/m)
-0.011558441558441643     6.938893903907228E-18    -1.0408340855860843E-16  -0.1533292025761333
-0.011532467532467616     6.938893903907228E-18    -1.0408340855860843E-16  -0.1542552371141504
-0.01150649350649359      6.938893903907228E-18    -1.0408340855860843E-16  -0.15518127165216775
-0.011480519480519565     6.938893903907228E-18    -1.0408340855860843E-16  -0.1562238551520343
-0.011454545454545537     6.938893903907228E-18    -1.0408340855860843E-16  -0.15754482767111802
-0.011428571428571512     6.938893903907228E-18    -1.0408340855860843E-16  -0.15886580019020227
-0.011402597402597487     6.938893903907228E-18    -1.0408340855860843E-16  -0.160186772709286
-0.011376623376623459     6.938893903907228E-18    -1.0408340855860843E-16  -0.16150774522836983
-0.011350649350649434     6.938893903907228E-18    -1.0408340855860843E-16  -0.16280033242920178
-0.011324675324675407     6.938893903907228E-18    -1.0408340855860843E-16  -0.16402308485636713
-0.011298701298701381     6.938893903907228E-18    -1.0408340855860843E-16  -0.16524583728353254
-0.011272727272727354     6.938893903907228E-18    -1.0408340855860843E-16  -0.16646858971069797
-0.011246753246753328     6.938893903907228E-18    -1.0408340855860843E-16  -0.16769134213786263
-0.011220779220779303     6.938893903907228E-18    -1.0408340855860843E-16  -0.1691692779973054
-0.011194805194805276     6.938893903907228E-18    -1.0408340855860843E-16  -0.17046703740407548
-0.011168831168831252     6.938893903907228E-18    -1.0408340855860843E-16  -0.17166917545877225
-0.011142857142857225     6.938893903907228E-18    -1.0408340855860843E-16  -0.17330123334284803
-0.011116883116883197     6.938893903907228E-18    -1.0408340855860843E-16  -0.17493329122692525
-0.011090909090909172     6.938893903907228E-18    -1.0408340855860843E-16  -0.1763293341976272
-0.011064935064935146     6.938893903907228E-18    -1.0408340855860843E-16  -0.17798724608307925
-0.011038961038961119     6.938893903907228E-18    -1.0408340855860843E-16  -0.17964515796853114
-0.011012987012987092     6.938893903907228E-18    -1.0408340855860843E-16  -0.18130306985398315
-0.010987012987013066     6.938893903907228E-18    -1.0408340855860843E-16  -0.18296098173943476
-0.010961038961039043     6.938893903907228E-18    -1.0408340855860843E-16  -0.18461889362488626
-0.010935064935065015     6.938893903907228E-18    -1.0408340855860843E-16  -0.18627680551033798
-0.01090909090909099      6.938893903907228E-18    -1.0408340855860843E-16  -0.18793471739579004
-0.010883116883116963     6.938893903907228E-18    -1.0408340855860843E-16  -0.18959262928124154
-0.010857142857142937     6.938893903907228E-18    -1.0408340855860843E-16  -0.1912505411666936
-0.01083116883116891      6.938893903907228E-18    -1.0408340855860843E-16  -0.19290845305214455
-0.010805194805194884     6.938893903907228E-18    -1.0408340855860843E-16  -0.19439381520209564
-0.010779220779220859     6.938893903907228E-18    -1.0408340855860843E-16  -0.19659356964263597
-0.01075324675324683      6.938893903907228E-18    -1.0408340855860843E-16  -0.19879332408317696
-0.010727272727272807     6.938893903907228E-18    -1.0408340855860843E-16  -0.20112464083810594
-0.010701298701298781     6.938893903907228E-18    -1.0408340855860843E-16  -0.20326638613801976
-0.010675324675324753     6.938893903907228E-18    -1.0408340855860843E-16  -0.20540813143793393
-0.010649350649350728     6.938893903907228E-18    -1.0408340855860843E-16  -0.20754987673784814
-0.010623376623376701     6.938893903907228E-18    -1.0408340855860843E-16  -0.20965350223608206
-0.010597402597402675     6.938893903907228E-18    -1.0408340855860843E-16  -0.2117611211082644
-0.010571428571428648     6.938893903907228E-18    -1.0408340855860843E-16  -0.21386873998044736
-0.010545454545454622     6.938893903907228E-18    -1.0408340855860843E-16  -0.21597635885263028
-0.010519480519480595     6.938893903907228E-18    -1.0408340855860843E-16  -0.21808397772481208
-0.010493506493506569     6.938893903907228E-18    -1.0408340855860843E-16  -0.22019159659699622
-0.010467532467532546     6.938893903907228E-18    -1.0408340855860843E-16  -0.22229921546917747
-0.010441558441558517     6.938893903907228E-18    -1.0408340855860843E-16  -0.22563695147886198
-0.010415584415584492     6.938893903907228E-18    -1.0408340855860843E-16  -0.22766967946346175
-0.010389610389610466     6.938893903907228E-18    -1.0408340855860843E-16  -0.23034091118757966
-0.01036363636363644      6.938893903907228E-18    -1.0408340855860843E-16  -0.23301214291169794
-0.010337662337662413     6.938893903907228E-18    -1.0408340855860843E-16  -0.2356833746358159
-0.010311688311688386     6.938893903907228E-18    -1.0408340855860843E-16  -0.23835460635993388
-0.010285714285714362     6.938893903907228E-18    -1.0408340855860843E-16  -0.24093737604199805
-0.010259740259740333     6.938893903907228E-18    -1.0408340855860843E-16  -0.24363387829681504
-0.010233766233766307     6.938893903907228E-18    -1.0408340855860843E-16  -0.2463303805516318
-0.010207792207792284     6.938893903907228E-18    -1.0408340855860843E-16  -0.24902688280644913
-0.010181818181818257     6.938893903907228E-18    -1.0408340855860843E-16  -0.2517233850612661
-0.01015584415584423      6.938893903907228E-18    -1.0408340855860843E-16  -0.25459769649199115
-0.010129870129870204     6.938893903907228E-18    -1.0408340855860843E-16  -0.25791788022397966
-0.010103896103896177     6.938893903907228E-18    -1.0408340855860843E-16  -0.26123806395597
-0.010077922077922151     6.938893903907228E-18    -1.0408340855860843E-16  -0.2645582476879594
-0.010051948051948124     6.938893903907228E-18    -1.0408340855860843E-16  -0.26787843141994877
-0.010025974025974101     6.938893903907228E-18    -1.0408340855860843E-16  -0.27119861515193866
-0.010000000000000071     6.938893903907228E-18    -1.0408340855860843E-16  -0.27429930038743433
-0.009974025974026048     6.938893903907228E-18    -1.0408340855860843E-16  -0.2781049967946886
-0.009948051948052022     6.938893903907228E-18    -1.0408340855860843E-16  -0.2814495243896554
-0.009922077922077993     6.938893903907228E-18    -1.0408340855860843E-16  -0.28480629384493866
-0.009896103896103969     6.938893903907228E-18    -1.0408340855860843E-16  -0.2877132714128521
-0.009870129870129942     6.938893903907228E-18    -1.0408340855860843E-16  -0.29174412127268634
-0.009844155844155916     6.938893903907228E-18    -1.0408340855860843E-16  -0.2954855192711987
-0.009818181818181889     6.938893903907228E-18    -1.0408340855860843E-16  -0.2992269172697122
-0.009792207792207862     6.938893903907228E-18    -1.0408340855860843E-16  -0.3029683152682239
-0.00976623376623384      6.938893903907228E-18    -1.0408340855860843E-16  -0.3067097132667357
-0.009740259740259811     6.938893903907228E-18    -1.0408340855860843E-16  -0.3104511112652491
-0.009714285714285786     6.938893903907228E-18    -1.0408340855860843E-16  -0.3141925092637612
-0.00968831168831176      6.938893903907228E-18    -1.0408340855860843E-16  -0.31793390726227333
-0.009662337662337733     6.938893903907228E-18    -1.0408340855860843E-16  -0.3222333279858817
-0.009636363636363707     6.938893903907228E-18    -1.0408340855860843E-16  -0.32680978809300265
-0.00961038961038968      6.938893903907228E-18    -1.0408340855860843E-16  -0.33138624820012835
-0.009584415584415655     6.938893903907228E-18    -1.0408340855860843E-16  -0.3359627083072482
-0.009558441558441627     6.938893903907228E-18    -1.0408340855860843E-16  -0.3405391684143708
-0.009532467532467604     6.938893903907228E-18    -1.0408340855860843E-16  -0.34511562852149275
-0.009506493506493578     6.938893903907228E-18    -1.0408340855860843E-16  -0.34969208862861656
-0.00948051948051955      6.938893903907228E-18    -1.0408340855860843E-16  -0.3550229042292119
-0.009454545454545524     6.938893903907228E-18    -1.0408340855860843E-16  -0.3586668671478219
-0.009428571428571498     6.938893903907228E-18    -1.0408340855860843E-16  -0.36393757296365203
-0.009402597402597471     6.938893903907228E-18    -1.0408340855860843E-16  -0.36920827877948226
-0.009376623376623445     6.938893903907228E-18    -1.0408340855860843E-16  -0.37447898459531204
-0.009350649350649418     6.938893903907228E-18    -1.0408340855860843E-16  -0.37974969041114115
-0.009324675324675392     6.938893903907228E-18    -1.0408340855860843E-16  -0.3850203962269715
-0.009298701298701365     6.938893903907228E-18    -1.0408340855860843E-16  -0.39100561551885793
-0.009272727272727342     6.938893903907228E-18    -1.0408340855860843E-16  -0.3964975184628514
-0.009246753246753314     6.938893903907228E-18    -1.0408340855860843E-16  -0.4019894214068457
-0.009220779220779289     6.938893903907228E-18    -1.0408340855860843E-16  -0.40748132435084183
-0.009194805194805263     6.938893903907228E-18    -1.0408340855860843E-16  -0.4126579305085909
-0.009168831168831234     6.938893903907228E-18    -1.0408340855860843E-16  -0.4179520721963489
-0.00914285714285721      6.938893903907228E-18    -1.0408340855860843E-16  -0.4232462138841051
-0.009116883116883183     6.938893903907228E-18    -1.0408340855860843E-16  -0.4306617391333609
-0.00909090909090916      6.938893903907228E-18    -1.0408340855860843E-16  -0.43758278478957324
-0.00906493506493513      6.938893903907228E-18    -1.0408340855860843E-16  -0.44449461006018126
-0.009038961038961103     6.938893903907228E-18    -1.0408340855860843E-16  -0.45120327963141627
-0.00901298701298708      6.938893903907228E-18    -1.0408340855860843E-16  -0.4579119492026509
-0.008987012987013054     6.938893903907228E-18    -1.0408340855860843E-16  -0.46282731795986376
-0.008961038961039027     6.938893903907228E-18    -1.0408340855860843E-16  -0.4700283468233683
-0.008935064935065        6.938893903907228E-18    -1.0408340855860843E-16  -0.4772293756868702
-0.008909090909090974     6.938893903907228E-18    -1.0408340855860843E-16  -0.48443040455037334
-0.008883116883116948     6.938893903907228E-18    -1.0408340855860843E-16  -0.4916314334138774
-0.008857142857142921     6.938893903907228E-18    -1.0408340855860843E-16  -0.49883246227737976
-0.008831168831168898     6.938893903907228E-18    -1.0408340855860843E-16  -0.5060334911408816
-0.008805194805194868     6.938893903907228E-18    -1.0408340855860843E-16  -0.5132345200043857
-0.008779220779220845     6.938893903907228E-18    -1.0408340855860843E-16  -0.5242314162923284
-0.008753246753246818     6.938893903907228E-18    -1.0408340855860843E-16  -0.5320100564284889
-0.00872727272727279      6.938893903907228E-18    -1.0408340855860843E-16  -0.5397886965646492
-0.008701298701298765     6.938893903907228E-18    -1.0408340855860843E-16  -0.5481828855456534
-0.008675324675324739     6.938893903907228E-18    -1.0408340855860843E-16  -0.5517411900837353
-0.008649350649350712     6.938893903907228E-18    -1.0408340855860843E-16  -0.5620386458082924
-0.008623376623376686     6.938893903907228E-18    -1.0408340855860843E-16  -0.5723361015328499
-0.008597402597402659     6.938893903907228E-18    -1.0408340855860843E-16  -0.5826335572574043
-0.008571428571428633     6.938893903907228E-18    -1.0408340855860843E-16  -0.5929310129819623
-0.008545454545454608     6.938893903907228E-18    -1.0408340855860843E-16  -0.6009538669665513
-0.008519480519480583     6.938893903907228E-18    -1.0408340855860843E-16  -0.6108700148025346
-0.008493506493506556     6.938893903907228E-18    -1.0408340855860843E-16  -0.6207861626385169
-0.00846753246753253      6.938893903907228E-18    -1.0408340855860843E-16  -0.6307023104745
-0.008441558441558503     6.938893903907228E-18    -1.0408340855860843E-16  -0.640618458310484
-0.008415584415584477     6.938893903907228E-18    -1.0408340855860843E-16  -0.650534606146467
-0.008389610389610454     6.938893903907228E-18    -1.0408340855860843E-16  -0.6604507539824486
-0.008363636363636424     6.938893903907228E-18    -1.0408340855860843E-16  -0.6703669018184333
-0.0083376623376624       6.938893903907228E-18    -1.0408340855860843E-16  -0.6802830496544137
-0.008311688311688374     6.938893903907228E-18    -1.0408340855860843E-16  -0.6901991974903966
-0.008285714285714346     6.938893903907228E-18    -1.0408340855860843E-16  -0.7065372231548093
-0.008259740259740321     6.938893903907228E-18    -1.0408340855860843E-16  -0.7121589344507022
-0.008233766233766295     6.938893903907228E-18    -1.0408340855860843E-16  -0.7254388945728063
-0.008207792207792268     6.938893903907228E-18    -1.0408340855860843E-16  -0.738718854694911
-0.008181818181818241     6.938893903907228E-18    -1.0408340855860843E-16  -0.7531446584573573
-0.008155844155844215     6.938893903907228E-18    -1.0408340855860843E-16  -0.7654475637918443
-0.008129870129870188     6.938893903907228E-18    -1.0408340855860843E-16  -0.7777504691263297
-0.008103896103896162     6.938893903907228E-18    -1.0408340855860843E-16  -0.7892141946138166
-0.008077922077922139     6.938893903907228E-18    -1.0408340855860843E-16  -0.8037821798914746
-0.00805194805194811      6.938893903907228E-18    -1.0408340855860843E-16  -0.8183501651691313
-0.008025974025974086     6.938893903907228E-18    -1.0408340855860843E-16  -0.8331106353641924
-0.00800000000000006      6.938893903907228E-18    -1.0408340855860843E-16  -0.8472770280071062
-0.007974025974026031     6.938893903907228E-18    -1.0408340855860843E-16  -0.8614434206500187
-0.007948051948052006     6.938893903907228E-18    -1.0408340855860843E-16  -0.8756098132929306
-0.00792207792207798      6.938893903907228E-18    -1.0408340855860843E-16  -0.8897762059358448
-0.007896103896103956     6.938893903907228E-18    -1.0408340855860843E-16  -0.9039425985787549
-0.007870129870129926     6.938893903907228E-18    -1.0408340855860843E-16  -0.9181089912216701
-0.0078441558441559       6.938893903907228E-18    -1.0408340855860843E-16  -0.9322753838645812
-0.007818181818181877     6.938893903907228E-18    -1.0408340855860843E-16  -0.9464417765074931
-0.00779220779220785      6.938893903907228E-18    -1.0408340855860843E-16  -0.9668715717266929
-0.007766233766233824     6.938893903907228E-18    -1.0408340855860843E-16  -0.9846899919817025
-0.007740259740259797     6.938893903907228E-18    -1.0408340855860843E-16  -1.0044853645086078
-0.007714285714285771     6.938893903907228E-18    -1.0408340855860843E-16  -1.0223174835615145
-0.007688311688311744     6.938893903907228E-18    -1.0408340855860843E-16  -1.040149602614419
-0.0076623376623377185    6.938893903907228E-18    -1.0408340855860843E-16  -1.0579817216673222
-0.007636363636363694     6.938893903907228E-18    -1.0408340855860843E-16  -1.0758138407202282
-0.007610389610389665     6.938893903907228E-18    -1.0408340855860843E-16  -1.093645959773128
-0.0075844155844156415    6.938893903907228E-18    -1.0408340855860843E-16  -1.1087435012054645
-0.007558441558441615     6.938893903907228E-18    -1.0408340855860843E-16  -1.1310363098073535
-0.007532467532467587     6.938893903907228E-18    -1.0408340855860843E-16  -1.1533291184092433
-0.007506493506493562     6.938893903907228E-18    -1.0408340855860843E-16  -1.1756219270111297
-0.007480519480519535     6.938893903907228E-18    -1.0408340855860843E-16  -1.1979147356130189
-0.007454545454545509     6.938893903907228E-18    -1.0408340855860843E-16  -1.2202075442149067
-0.007428571428571483     6.938893903907228E-18    -1.0408340855860843E-16  -1.2425003528167922
-0.007402597402597457     6.938893903907228E-18    -1.0408340855860843E-16  -1.2647931614186798
-0.00737662337662343      6.938893903907228E-18    -1.0408340855860843E-16  -1.2846938482936254
-0.007350649350649404     6.938893903907228E-18    -1.0408340855860843E-16  -1.3111848913798716
-0.00732467532467538      6.938893903907228E-18    -1.0408340855860843E-16  -1.3331964165037746
-0.007298701298701351     6.938893903907228E-18    -1.0408340855860843E-16  -1.3552079416276879
-0.0072727272727273265    6.938893903907228E-18    -1.0408340855860843E-16  -1.377219466751595
-0.0072467532467533       6.938893903907228E-18    -1.0408340855860843E-16  -1.399230991875501
-0.007220779220779273     6.938893903907228E-18    -1.0408340855860843E-16  -1.4282142535119053
-0.0071948051948052495    6.938893903907228E-18    -1.0408340855860843E-16  -1.457687198993714
-0.00716883116883122      6.938893903907228E-18    -1.0408340855860843E-16  -1.4871601444755291
-0.007142857142857196     6.938893903907228E-18    -1.0408340855860843E-16  -1.516633089957337
-0.007116883116883171     6.938893903907228E-18    -1.0408340855860843E-16  -1.5461060354391483
-0.0070909090909091425    6.938893903907228E-18    -1.0408340855860843E-16  -1.5755789809209637
-0.007064935064935118     6.938893903907228E-18    -1.0408340855860843E-16  -1.6050519264027736
-0.007038961038961091     6.938893903907228E-18    -1.0408340855860843E-16  -1.6339904551809883
-0.007012987012987065     6.938893903907228E-18    -1.0408340855860843E-16  -1.6635180685233069
-0.006987012987013038     6.938893903907228E-18    -1.0408340855860843E-16  -1.6930456818656205
-0.006961038961039012     6.938893903907228E-18    -1.0408340855860843E-16  -1.7225732952079422
-0.006935064935064985     6.938893903907228E-18    -1.0408340855860843E-16  -1.752100908550263
-0.006909090909090959     6.938893903907228E-18    -1.0408340855860843E-16  -1.781628521892583
-0.006883116883116935     6.938893903907228E-18    -1.0408340855860843E-16  -1.8065423108915266
-0.006857142857142907     6.938893903907228E-18    -1.0408340855860843E-16  -1.8556585181238958
-0.006831168831168882     6.938893903907228E-18    -1.0408340855860843E-16  -1.8944325194335594
-0.006805194805194856     6.938893903907228E-18    -1.0408340855860843E-16  -1.933206520743231
-0.0067792207792208275    6.938893903907228E-18    -1.0408340855860843E-16  -1.9719805220528972
-0.006753246753246803     6.938893903907228E-18    -1.0408340855860843E-16  -2.0107545233625643
-0.006727272727272776     6.938893903907228E-18    -1.0408340855860843E-16  -2.049528524672232
-0.00670129870129875      6.938893903907228E-18    -1.0408340855860843E-16  -2.088302525981898
-0.006675324675324724     6.938893903907228E-18    -1.0408340855860843E-16  -2.1270765272915653
-0.006649350649350697     6.938893903907228E-18    -1.0408340855860843E-16  -2.16583351567639
-0.0066233766233766735    6.938893903907228E-18    -1.0408340855860843E-16  -2.205079081868366
-0.006597402597402647     6.938893903907228E-18    -1.0408340855860843E-16  -2.2443246480603456
-0.00657142857142862      6.938893903907228E-18    -1.0408340855860843E-16  -2.2835702142523235
-0.006545454545454594     6.938893903907228E-18    -1.0408340855860843E-16  -2.322815780444298
-0.006519480519480567     6.938893903907228E-18    -1.0408340855860843E-16  -2.3602599074059425
-0.006493506493506541     6.938893903907228E-18    -1.0408340855860843E-16  -2.413192894628622
-0.006467532467532515     6.938893903907228E-18    -1.0408340855860843E-16  -2.466125881851304
-0.00644155844155849      6.938893903907228E-18    -1.0408340855860843E-16  -2.51905886907399
-0.006415584415584463     6.938893903907228E-18    -1.0408340855860843E-16  -2.571991856296676
-0.006389610389610436     6.938893903907228E-18    -1.0408340855860843E-16  -2.6249248435193606
-0.0063636363636364116    6.938893903907228E-18    -1.0408340855860843E-16  -2.677857830742032
-0.006337662337662383     6.938893903907228E-18    -1.0408340855860843E-16  -2.730790817964728
-0.0063116883116883585    6.938893903907228E-18    -1.0408340855860843E-16  -2.7824058380707903
-0.006285714285714332     6.938893903907228E-18    -1.0408340855860843E-16  -2.832881011136024
-0.006259740259740305     6.938893903907228E-18    -1.0408340855860843E-16  -2.8833561842012587
-0.006233766233766279     6.938893903907228E-18    -1.0408340855860843E-16  -2.9552236489682304
-0.006207792207792253     6.938893903907228E-18    -1.0408340855860843E-16  -3.0100562475670403
-0.006181818181818227     6.938893903907228E-18    -1.0408340855860843E-16  -3.0492507783614373
-0.0061558441558442       6.938893903907228E-18    -1.0408340855860843E-16  -3.1168146203581957
-0.006129870129870176     6.938893903907228E-18    -1.0408340855860843E-16  -3.184378462354933
-0.006103896103896148     6.938893903907228E-18    -1.0408340855860843E-16  -3.2518081768439
-0.006077922077922123     6.938893903907228E-18    -1.0408340855860843E-16  -3.3134010741698443
-0.006051948051948097     6.938893903907228E-18    -1.0408340855860843E-16  -3.377479098070271
-0.006025974025974068     6.938893903907228E-18    -1.0408340855860843E-16  -3.441557121970694
-0.006000000000000046     6.938893903907228E-18    -1.0408340855860843E-16  -3.505635145871103
-0.005974025974026018     6.938893903907228E-18    -1.0408340855860843E-16  -3.5697131697715307
-0.005948051948051992     6.938893903907228E-18    -1.0408340855860843E-16  -3.63379119367195
-0.005922077922077967     6.938893903907228E-18    -1.0408340855860843E-16  -3.6978692175723697
-0.005896103896103939     6.938893903907228E-18    -1.0408340855860843E-16  -3.7814399794642
-0.005870129870129914     6.938893903907228E-18    -1.0408340855860843E-16  -3.8584518462590336
-0.005844155844155888     6.938893903907228E-18    -1.0408340855860843E-16  -3.9354637130538634
-0.005818181818181861     6.938893903907228E-18    -1.0408340855860843E-16  -3.9863175811004403
-0.005792207792207835     6.938893903907228E-18    -1.0408340855860843E-16  -4.074981536966816
-0.005766233766233808     6.938893903907228E-18    -1.0408340855860843E-16  -4.163645492833205
-0.0057402597402597825    6.938893903907228E-18    -1.0408340855860843E-16  -4.252309448699573
-0.005714285714285756     6.938893903907228E-18    -1.0408340855860843E-16  -4.340973404565959
-0.005688311688311731     6.938893903907228E-18    -1.0408340855860843E-16  -4.429637360432328
-0.005662337662337704     6.938893903907228E-18    -1.0408340855860843E-16  -4.518301316298715
-0.005636363636363677     6.938893903907228E-18    -1.0408340855860843E-16  -4.6069652721650876
-0.005610389610389652     6.938893903907228E-18    -1.0408340855860843E-16  -4.695629228031465
-0.005584415584415624     6.938893903907228E-18    -1.0408340855860843E-16  -4.78429318389786
-0.005558441558441599     6.938893903907228E-18    -1.0408340855860843E-16  -4.878426554752341
-0.005532467532467574     6.938893903907228E-18    -1.0408340855860843E-16  -4.955358240447305
-0.005506493506493546     6.938893903907228E-18    -1.0408340855860843E-16  -5.0384071636514465
-0.005480519480519523     6.938893903907228E-18    -1.0408340855860843E-16  -5.121456086855572
-0.005454545454545495     6.938893903907228E-18    -1.0408340855860843E-16  -5.204505010059702
-0.0054285714285714675    6.938893903907228E-18    -1.0408340855860843E-16  -5.362442097840649
-0.0054025974025974435    6.938893903907228E-18    -1.0408340855860843E-16  -5.446589956399723
-0.005376623376623417     6.938893903907228E-18    -1.0408340855860843E-16  -5.554891980754483
-0.0053506493506493905    6.938893903907228E-18    -1.0408340855860843E-16  -5.6631940051092275
-0.005324675324675364     6.938893903907228E-18    -1.0408340855860843E-16  -5.771496029463994
-0.005298701298701337     6.938893903907228E-18    -1.0408340855860843E-16  -5.868103393138174
-0.005272727272727312     6.938893903907228E-18    -1.0408340855860843E-16  -5.982808372371584
-0.005246753246753287     6.938893903907228E-18    -1.0408340855860843E-16  -6.097513351604958
-0.005220779220779259     6.938893903907228E-18    -1.0408340855860843E-16  -6.212218330838368
-0.005194805194805233     6.938893903907228E-18    -1.0408340855860843E-16  -6.326923310071765
-0.005168831168831207     6.938893903907228E-18    -1.0408340855860843E-16  -6.441628289305156
-0.00514285714285718      6.938893903907228E-18    -1.0408340855860843E-16  -6.556333268538556
-0.005116883116883155     6.938893903907228E-18    -1.0408340855860843E-16  -6.671038247771952
-0.0050909090909091285    6.938893903907228E-18    -1.0408340855860843E-16  -6.785743227005347
-0.005064935064935103     6.938893903907228E-18    -1.0408340855860843E-16  -6.900448206238739
-0.005038961038961076     6.938893903907228E-18    -1.0408340855860843E-16  -7.049400019684542
-0.00501298701298705      6.938893903907228E-18    -1.0408340855860843E-16  -7.180857474048832
-0.004987012987013023     6.938893903907228E-18    -1.0408340855860843E-16  -7.294270374580876
-0.004961038961038997     6.938893903907228E-18    -1.0408340855860843E-16  -7.431850262246016
