1.830680886642416499e-03,5.113010257686605442e-01
1.863626533723215968e-03,4.603416656696928122e-01
1.897165083515510615e-03,3.746953146542870150e-01
1.931307206127689515e-03,3.159040835694054139e-01
1.966063763691572753e-03,2.669775063629630241e-01
2.001445813818140181e-03,2.283176061812831614e-01
2.037464613115450886e-03,1.924321878599706825e-01
2.074131620769871596e-03,1.663250055286501217e-01
2.111458502191755713e-03,1.408931784098500506e-01
2.149457132726729364e-03,1.194804702570430172e-01
2.188139601433771678e-03,1.017715515273229371e-01
2.227518214931274981e-03,8.813421471816208774e-02
2.267605501312341260e-03,7.758720834825283408e-02
2.308414214130517957e-03,6.765829739888978844e-02
2.349957336457276710e-03,5.908653038633798760e-02
2.392248085012505313e-03,5.172483164581885562e-02
2.435299914369336034e-03,4.479671048888755197e-02
2.479126521234645188e-03,3.883379779774967511e-02
2.523741848806588736e-03,3.408934822621464966e-02
2.569160091210551285e-03,3.051540540917897087e-02
2.615395698014934007e-03,2.720878731251662533e-02
2.662463378828204812e-03,2.411562092669342419e-02
2.710378107978682252e-03,2.125355077411254442e-02
2.759155129278535474e-03,1.860026460355327857e-02
2.808809960873521160e-03,1.655101658633394840e-02
2.859358400179999159e-03,1.491919307909318759e-02
2.910816528910793299e-03,1.349698040789020816e-02
2.963200718191505434e-03,1.230015085409208106e-02
3.016527633768888248e-03,1.097483777198422425e-02
3.070814241312981585e-03,9.795600286275799734e-03
3.126077811814633855e-03,8.811734277564216289e-03
3.182335927080180964e-03,7.922132075907794072e-03
3.239606485325000583e-03,7.167813113133188023e-03
3.297907706867733713e-03,6.534650041785467801e-03
3.357258139926980710e-03,6.028729375039456120e-03
3.417676666522315339e-03,5.480051871038922086e-03
3.479182508481499462e-03,4.999175783744483174e-03
3.541795233555802228e-03,4.584939328532350311e-03
3.605534761645374457e-03,4.156300381795211690e-03
3.670421371136657965e-03,3.797073800990170226e-03
3.736475705353843862e-03,3.541782144716989957e-03
3.803718779126435447e-03,3.277242457440461901e-03
3.872171985475001289e-03,3.025226687443080542e-03
3.941857102417250895e-03,2.797598739190027863e-03
4.012796299896596169e-03,2.586639514103624207e-03
4.085012146835379637e-03,2.393174154003498404e-03
4.158527618315097443e-03,2.225095426481784634e-03
4.233366102885743887e-03,2.073640625731551501e-03
4.309551410006796750e-03,1.933994127951339705e-03
4.387107777622044347e-03,1.804435131314888717e-03
4.466059879870762708e-03,1.681053065778144277e-03
4.546432834937660233e-03,1.568687224345026096e-03
4.628252213044093018e-03,1.465983307847783853e-03
4.711544044583089626e-03,1.376333974941568649e-03
4.796334828400781319e-03,1.292462462364282142e-03
4.882651540226868453e-03,1.218287628579286033e-03
4.970521641256801446e-03,1.149228639755724710e-03
5.059973086888411992e-03,1.080160296262259881e-03
5.151034335615771800e-03,1.013526597803266578e-03
5.243734358083109934e-03,9.555284964088651620e-04
5.338102646301664048e-03,9.063387781000937105e-04
5.434169223032411095e-03,8.596813036361641153e-04
5.531964651337622184e-03,8.158751276213162696e-04
5.631520044304390987e-03,7.753303033699807936e-04
5.732867074943019670e-03,7.357921416785255520e-04
5.836037986263677146e-03,6.987219782189208177e-04
5.941065601534311659e-03,6.646347573601899634e-04
6.047983334723197775e-03,6.325603769140298281e-04
6.156825201129413790e-03,6.020390270822498138e-04
6.267625828204624432e-03,5.738850737023960726e-04
6.380420466569615770e-03,5.478406863292039318e-04
6.495245001229092534e-03,5.232288315475518842e-04
6.612135962988294029e-03,5.004841076122792639e-04
6.731130540075079376e-03,4.792045356454890112e-04
6.852266589971153614e-03,4.588308505748750423e-04
6.975582651456225906e-03,4.398883722508466166e-04
7.101117956868912770e-03,4.222960776345953773e-04
7.228912444588294663e-03,4.054406999649359691e-04
7.359006771740102780e-03,3.894099435520394096e-04
7.491442327131524193e-03,3.752135869491847854e-04
7.626261244418916160e-03,3.617567364008766081e-04
7.763506415512280712e-03,3.488408319212159443e-04
7.903221504221220536e-03,3.364194494557508483e-04
8.045450960146225544e-03,3.252625079648420545e-04
8.190240032820162927e-03,3.144772703750392160e-04
