% Model:              3D_chameleons_fullgeom.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 22 2016, 14:39
% Dimension:          1
% Nodes:              202
% Expressions:        1
% Description:        Gradient of u, x component
% cln1x                   ux (1/m)
0.0014925425432716008     -7.216021745654726E8
0.0014927812688438555     -7.293212794702005E8
0.0014931831334755521     -7.508877820695553E8
0.0014933897331267584     -7.590710455612736E8
0.0014935618590821952     -7.603943421598628E8
0.0014937781360511264     -7.737506167365283E8
0.0014940651536874162     -7.895057835963364E8
0.0014945339841121973     -8.113637771310062E8
0.0014947090495019723     -8.19525743495781E8
0.0014947434410591647     -8.211291599871674E8
0.001494833934812357      -8.253481947759762E8
0.001494958698503919      -8.31164975896353E8
0.0014952977735785966     -8.469734652739997E8
0.0014953523206720463     -8.514555970577393E8
0.0014955719937470476     -8.625586929896336E8
0.0014958886484155443     -8.90484268487911E8
0.0014959042332099957     -8.915508398253852E8
0.0014963687644061578     -9.25727891468372E8
0.0014963779774685125     -9.265231611901234E8
0.0014966175687197991     -9.472046306526351E8
0.0014968593649143415     -9.680764303812323E8
0.0014969641273781878     -9.744601940368028E8
0.0014969756398041205     -9.75301000363111E8
0.0014973377486241606     -1.0080270755651703E9
0.001497342635374304      -1.0086433934121757E9
0.0014974603437698797     -1.0226755289643536E9
0.0014974848785897846     -1.0265420480371189E9
0.0014976710567342795     -1.0558824446412929E9
0.001497786585936512      -1.074089053274445E9
0.00149785268154852       -1.0845052676768723E9
0.0014980174264583972     -1.1118656350408523E9
0.001498168222894277      -1.1369423430770838E9
0.0014985015015044553     -1.1928106438272629E9
0.0014986276969266021     -1.22888420846948E9
0.0014986673988138521     -1.243230345544687E9
0.0014987476168695467     -1.2722168573357544E9
0.0014987706912513651     -1.280554703907333E9
0.0014987838087534185     -1.2852946670571055E9
0.0014988052469612836     -1.2954391235894141E9
0.0014989870727433602     -1.3594668211599622E9
0.0014991965354096831     -1.4332265052844105E9
0.00149923017021358       -1.4901657623875237E9
0.0014992780060596247     -1.524961626372716E9
0.001499372030746203      -1.606385548572361E9
0.001499404341764897      -1.626239294379797E9
0.001499443478958279      -1.6502874340061436E9
0.0014995297824639854     -1.704444306269184E9
0.0014995503724492508     -1.9306036701644897E9
0.0014995811619603026     -1.8620142734089477E9
0.0014996022711625222     -1.8777026801620407E9
0.0014996654505969008     -1.9246577784483414E9
0.0014996864605700023     -1.643010904537777E9
0.0014997747998714388     -2.3220234681843786E9
0.0014998002541741808     -2.519254500260352E9
0.0014998549229600817     -2.94285208123283E9
0.0014999999999999979     -4.066972219448593E9
